timestamp,app_name,window_title,duration_seconds,end_time,mouse_clicks,key_presses
2026-02-27 18:46:29,Google Chrome,localhost:3000 - Activity Monitor,3097,2026-02-27 19:38:06,144,304
2026-02-28 12:21:00,VS Code,package.json - frontend,325,2026-02-28 12:26:25,148,1393
2026-02-28 12:58:34,Slack,Direct Message - Project Lead,980,2026-02-28 13:14:54,44,219
2026-02-28 13:46:10,Google Chrome,GitHub - luckyshukla8866-sv/activity-monitor,2047,2026-02-28 14:20:17,59,125
2026-02-28 15:05:46,Google Chrome,Gmail - Inbox (3),3073,2026-02-28 15:56:59,286,219
2026-03-01 13:26:00,Google Chrome,ChatGPT,1701,2026-03-01 13:54:21,26,358
2026-03-01 14:39:31,Figma,Activity Monitor - Dashboard Redesign,1785,2026-03-01 15:09:16,371,52
2026-03-01 15:19:33,Terminal,PowerShell - npm run dev,377,2026-03-01 15:25:50,13,75
2026-03-01 15:30:04,Figma,Activity Monitor - Dashboard Redesign,2162,2026-03-01 16:06:06,359,32
2026-03-02 10:01:00,Notion,Meeting Notes - Weekly Sync,1057,2026-03-02 10:18:37,77,230
2026-03-02 10:20:47,YouTube,3Blue1Brown - Neural networks,544,2026-03-02 10:29:51,14,3
2026-03-02 10:36:27,Notion,Bug Tracker,71,2026-03-02 10:37:38,23,153
2026-03-02 10:47:51,VS Code,database.py - activity-monitor,1549,2026-03-02 11:13:40,174,155
2026-03-02 11:16:54,VS Code,package.json - frontend,2069,2026-03-02 11:51:23,87,114
2026-03-02 11:55:21,VS Code,settings.json - User Settings,1158,2026-03-02 12:14:39,112,2204
2026-03-02 12:17:35,Notion,Architecture Decisions,2010,2026-03-02 12:51:05,51,545
2026-03-02 13:38:16,VS Code,main.py - activity-monitor,5158,2026-03-02 15:04:14,191,2748
2026-03-02 15:14:07,Slack,#general - Team Workspace,93,2026-03-02 15:15:40,33,215
2026-03-02 15:23:56,Slack,Huddle - Team Sync,1034,2026-03-02 15:41:10,7,51
2026-03-02 15:47:39,Slack,#random - Team Workspace,164,2026-03-02 15:50:23,20,329
2026-03-02 16:02:11,Slack,#standup - Team Workspace,1488,2026-03-02 16:26:59,27,315
2026-03-02 16:37:02,VS Code,package.json - frontend,4261,2026-03-02 17:48:03,115,456
2026-03-03 08:23:00,YouTube,Coding Train - Creative coding,1881,2026-03-03 08:54:21,15,3
2026-03-03 09:02:24,Google Chrome,MDN Web Docs - CSS Grid,1887,2026-03-03 09:33:51,222,378
2026-03-03 09:36:28,Google Chrome,localhost:3000 - Activity Monitor,1310,2026-03-03 09:58:18,140,196
2026-03-03 10:01:54,Slack,#dev-backend - Team Workspace,1001,2026-03-03 10:18:35,8,53
2026-03-03 10:21:10,Google Chrome,Gmail - Inbox (3),3079,2026-03-03 11:12:29,200,420
2026-03-03 11:15:42,Slack,#deployment - Team Workspace,1231,2026-03-03 11:36:13,38,178
2026-03-03 11:48:39,VS Code,Untitled-1 - VS Code,3016,2026-03-03 12:38:55,197,1782
2026-03-03 12:52:13,VS Code,package.json - frontend,2476,2026-03-03 13:33:29,84,1490
2026-03-03 13:36:15,VS Code,api.ts - frontend/lib,4070,2026-03-03 14:44:05,32,1484
2026-03-03 14:54:34,Notion,Learning Resources,986,2026-03-03 15:11:00,76,656
2026-03-03 15:22:28,Slack,#general - Team Workspace,1170,2026-03-03 15:41:58,41,346
2026-03-03 15:54:48,VS Code,styles.css - frontend,1597,2026-03-03 16:21:25,184,1315
2026-03-03 16:28:12,Google Chrome,Hacker News,773,2026-03-03 16:41:05,83,294
2026-03-03 16:53:18,Google Chrome,Gmail - Inbox (3),611,2026-03-03 17:03:29,25,51
2026-03-03 17:17:13,Google Chrome,MDN Web Docs - CSS Grid,1570,2026-03-03 17:43:23,242,179
2026-03-03 17:47:04,Google Chrome,Google Search - python sqlalchemy postgresql,2985,2026-03-03 18:36:49,300,310
2026-03-03 18:39:15,YouTube,Traversy Media - FastAPI crash course,757,2026-03-03 18:51:52,13,9
2026-03-03 18:53:42,Slack,Huddle - Team Sync,587,2026-03-03 19:03:29,45,227
2026-03-03 19:12:46,Slack,Direct Message - Project Lead,454,2026-03-03 19:20:20,16,396
2026-03-03 19:30:04,VS Code,database.py - activity-monitor,1000,2026-03-03 19:46:44,77,2827
2026-03-03 19:59:18,Slack,Direct Message - Project Lead,569,2026-03-03 20:08:47,5,122
2026-03-03 20:16:31,Spotify,Chill Coding Playlist,1048,2026-03-03 20:33:59,2,1
2026-03-03 20:38:35,Notion,Bug Tracker,321,2026-03-03 20:43:56,46,142
2026-03-03 20:45:03,Google Chrome,Render Dashboard,1793,2026-03-03 21:14:56,76,199
2026-03-04 08:17:00,YouTube,TechWorld with Nana - Docker Tutorial,3422,2026-03-04 09:14:02,2,6
2026-03-04 09:27:41,VS Code,models.py - backend/api,273,2026-03-04 09:32:14,24,1332
2026-03-04 09:43:03,Google Chrome,Gmail - Inbox (3),1686,2026-03-04 10:11:09,223,153
2026-03-04 10:14:06,Google Chrome,Render Dashboard,1360,2026-03-04 10:36:46,245,430
2026-03-04 10:49:32,Terminal,PowerShell - alembic upgrade head,100,2026-03-04 10:51:12,4,67
2026-03-04 10:59:38,Slack,#dev-backend - Team Workspace,1103,2026-03-04 11:18:01,28,168
2026-03-04 11:31:44,Google Chrome,Google Calendar - Week View,1394,2026-03-04 11:54:58,96,44
2026-03-04 12:04:40,Slack,#deployment - Team Workspace,1116,2026-03-04 12:23:16,15,188
2026-03-04 12:30:15,Notion,API Documentation,664,2026-03-04 12:41:19,18,169
2026-03-04 13:31:52,VS Code,page.tsx - frontend,737,2026-03-04 13:44:09,165,2073
2026-03-04 13:53:04,Notion,Personal Journal,1898,2026-03-04 14:24:42,45,174
2026-03-04 15:09:47,Slack,Direct Message - Project Lead,1660,2026-03-04 15:37:27,40,38
2026-03-04 15:44:27,Google Chrome,Tailwind CSS - Utility-First CSS Framework,1301,2026-03-04 16:06:08,241,24
2026-03-04 16:08:06,Google Chrome,GitHub - luckyshukla8866-sv/activity-monitor,1205,2026-03-04 16:28:11,56,319
2026-03-04 16:39:19,Google Chrome,FastAPI - Swagger UI,1925,2026-03-04 17:11:24,293,493
2026-03-04 17:25:54,Notion,Architecture Decisions,102,2026-03-04 17:27:36,78,687
2026-03-04 17:31:48,Google Chrome,Next.js Documentation,1978,2026-03-04 18:04:46,87,495
2026-03-04 18:06:49,Google Chrome,Hacker News,3351,2026-03-04 19:02:40,185,370
2026-03-04 19:05:06,Google Chrome,Stack Overflow - How to fix CORS error,736,2026-03-04 19:17:22,136,367
2026-03-04 19:25:50,Spotify,Deep Focus - Spotify,4893,2026-03-04 20:47:23,3,1
2026-03-04 20:53:12,Google Chrome,Google Search - python sqlalchemy postgresql,3202,2026-03-04 21:46:34,36,409
2026-03-05 09:10:00,VS Code,styles.css - frontend,3286,2026-03-05 10:04:46,69,2739
2026-03-05 10:16:03,YouTube,Theo - Next.js 14 deep dive,802,2026-03-05 10:29:25,10,10
2026-03-05 10:32:49,Terminal,PowerShell - docker compose up,327,2026-03-05 10:38:16,13,38
2026-03-05 10:49:25,Notion,Bug Tracker,407,2026-03-05 10:56:12,76,405
2026-03-05 11:08:10,Notion,Deployment Checklist,583,2026-03-05 11:17:53,16,681
2026-03-05 11:30:19,Google Chrome,Stack Overflow - How to fix CORS error,1512,2026-03-05 11:55:31,195,163
2026-03-05 11:59:35,Figma,Icon Set - Custom,1699,2026-03-05 12:27:54,118,33
2026-03-05 12:31:14,VS Code,database.py - activity-monitor,2543,2026-03-05 13:13:37,134,2260
2026-03-05 13:27:13,VS Code,package.json - frontend,2878,2026-03-05 14:15:11,38,2496
2026-03-05 14:51:21,YouTube,Coding Train - Creative coding,459,2026-03-05 14:59:00,1,6
2026-03-05 15:06:13,Slack,Huddle - Team Sync,516,2026-03-05 15:14:49,42,155
2026-03-05 15:28:39,Notion,API Documentation,1898,2026-03-05 16:00:17,73,264
2026-03-05 16:06:33,Figma,Icon Set - Custom,3512,2026-03-05 17:05:05,119,52
2026-03-06 09:24:00,VS Code,insights.py - backend/api/routes,3248,2026-03-06 10:18:08,140,1764
2026-03-06 10:21:53,Notion,Bug Tracker,626,2026-03-06 10:32:19,11,676
2026-03-06 10:41:31,YouTube,Theo - Next.js 14 deep dive,330,2026-03-06 10:47:01,5,1
2026-03-06 11:01:02,VS Code,insights.py - backend/api/routes,3800,2026-03-06 12:04:22,42,1841
2026-03-06 12:06:55,Terminal,PowerShell - alembic upgrade head,237,2026-03-06 12:10:52,12,11
2026-03-06 12:58:00,Google Chrome,GitHub - luckyshukla8866-sv/activity-monitor,1611,2026-03-06 13:24:51,201,119
2026-03-06 13:26:19,VS Code,page.tsx - frontend,2866,2026-03-06 14:14:05,40,206
2026-03-06 14:19:58,Google Chrome,Render Dashboard,3434,2026-03-06 15:17:12,250,234
2026-03-06 15:28:42,VS Code,main.py - activity-monitor,769,2026-03-06 15:41:31,70,933
2026-03-06 15:45:04,Google Chrome,FastAPI - Swagger UI,3008,2026-03-06 16:35:12,280,221
2026-03-06 16:38:05,Notion,Bug Tracker,1033,2026-03-06 16:55:18,20,68
2026-03-06 17:00:22,Google Chrome,FastAPI - Swagger UI,3281,2026-03-06 17:55:03,244,37
2026-03-06 17:57:56,YouTube,Fireship - 100 seconds of PostgreSQL,1143,2026-03-06 18:16:59,11,8
2026-03-06 18:27:47,VS Code,styles.css - frontend,414,2026-03-06 18:34:41,114,56
2026-03-06 18:46:10,Google Chrome,MDN Web Docs - CSS Grid,2367,2026-03-06 19:25:37,105,345
2026-03-06 19:38:01,VS Code,database.py - activity-monitor,858,2026-03-06 19:52:19,139,2278
2026-03-07 10:27:00,Google Chrome,MDN Web Docs - CSS Grid,2633,2026-03-07 11:10:53,201,134
2026-03-07 11:24:38,VS Code,README.md - activity-monitor,673,2026-03-07 11:35:51,66,2741
2026-03-07 11:47:34,VS Code,settings.json - User Settings,4886,2026-03-07 13:09:00,198,1411
2026-03-07 13:12:16,VS Code,README.md - activity-monitor,4592,2026-03-07 14:28:48,169,767
2026-03-07 14:43:05,Spotify,Deep Focus - Spotify,4520,2026-03-07 15:58:25,2,0
2026-03-07 16:11:38,Notion,Sprint Planning - Q1 2026,1934,2026-03-07 16:43:52,42,226
2026-03-07 16:45:36,Notion,Personal Journal,231,2026-03-07 16:49:27,44,547
2026-03-07 16:57:14,Spotify,Discover Weekly,5048,2026-03-07 18:21:22,3,0
2026-03-07 18:35:13,Slack,#standup - Team Workspace,615,2026-03-07 18:45:28,6,345
2026-03-07 18:52:07,VS Code,README.md - activity-monitor,1757,2026-03-07 19:21:24,116,1688
2026-03-08 13:05:00,Google Chrome,Google Search - python sqlalchemy postgresql,2067,2026-03-08 13:39:27,275,141
2026-03-08 14:23:56,VS Code,page.tsx - frontend,5055,2026-03-08 15:48:11,144,1253
2026-03-08 15:54:39,VS Code,Untitled-1 - VS Code,2806,2026-03-08 16:41:25,80,1305
2026-03-08 16:50:01,Slack,#random - Team Workspace,902,2026-03-08 17:05:03,47,237
2026-03-08 17:12:02,Google Chrome,Hacker News,3007,2026-03-08 18:02:09,190,319
2026-03-09 10:02:00,Slack,#standup - Team Workspace,861,2026-03-09 10:16:21,35,393
2026-03-09 10:28:56,VS Code,page.tsx - frontend,375,2026-03-09 10:35:11,160,2827
2026-03-09 10:49:31,Google Chrome,GitHub - luckyshukla8866-sv/activity-monitor,547,2026-03-09 10:58:38,130,403
2026-03-09 11:10:38,Google Chrome,FastAPI - Swagger UI,1598,2026-03-09 11:37:16,26,314
2026-03-09 11:40:53,Slack,#standup - Team Workspace,789,2026-03-09 11:54:02,31,400
2026-03-09 11:56:20,Slack,#standup - Team Workspace,1114,2026-03-09 12:14:54,28,170
2026-03-09 12:26:59,VS Code,main.py - activity-monitor,1049,2026-03-09 12:44:28,193,812
2026-03-09 12:53:59,Terminal,PowerShell - git push origin main,130,2026-03-09 12:56:09,9,185
2026-03-09 13:47:02,VS Code,api.ts - frontend/lib,4143,2026-03-09 14:56:05,36,605
2026-03-09 14:58:20,YouTube,Theo - Next.js 14 deep dive,1031,2026-03-09 15:15:31,13,10
2026-03-09 15:21:58,Slack,#dev-backend - Team Workspace,1483,2026-03-09 15:46:41,38,287
2026-03-09 15:52:38,YouTube,Traversy Media - FastAPI crash course,442,2026-03-09 16:00:00,13,5
2026-03-09 16:09:40,VS Code,page.tsx - frontend,1766,2026-03-09 16:39:06,65,2073
2026-03-09 16:40:32,Google Chrome,Google Search - python sqlalchemy postgresql,2374,2026-03-09 17:20:06,249,416
2026-03-10 10:02:00,Google Chrome,Gmail - Inbox (3),2966,2026-03-10 10:51:26,255,274
2026-03-10 10:59:26,Notion,Meeting Notes - Weekly Sync,362,2026-03-10 11:05:28,45,677
2026-03-10 11:07:43,Google Chrome,Next.js Documentation,2815,2026-03-10 11:54:38,186,70
2026-03-10 12:08:56,Slack,#random - Team Workspace,1233,2026-03-10 12:29:29,11,231
2026-03-10 12:39:03,VS Code,insights.py - backend/api/routes,1137,2026-03-10 12:58:00,44,1295
2026-03-10 13:52:12,VS Code,styles.css - frontend,4370,2026-03-10 15:05:02,25,1076
2026-03-10 15:09:23,Slack,Direct Message - Project Lead,286,2026-03-10 15:14:09,42,283
2026-03-10 15:16:44,Google Chrome,FastAPI - Swagger UI,720,2026-03-10 15:28:44,88,92
2026-03-10 15:40:58,Slack,#standup - Team Workspace,1269,2026-03-10 16:02:07,39,31
2026-03-10 16:03:36,VS Code,package.json - frontend,5374,2026-03-10 17:33:10,72,2717
2026-03-11 10:19:00,Slack,#deployment - Team Workspace,1049,2026-03-11 10:36:29,21,338
2026-03-11 10:42:38,Google Chrome,Google Calendar - Week View,3326,2026-03-11 11:38:04,217,157
2026-03-11 11:46:48,VS Code,page.tsx - frontend,610,2026-03-11 11:56:58,117,1752
2026-03-11 12:06:13,Google Chrome,FastAPI - Swagger UI,1423,2026-03-11 12:29:56,83,165
2026-03-11 12:43:11,Spotify,Discover Weekly,3429,2026-03-11 13:40:20,2,1
2026-03-11 13:50:07,Google Chrome,GitHub - luckyshukla8866-sv/activity-monitor,1940,2026-03-11 14:22:27,146,235
2026-03-11 14:54:10,VS Code,package.json - frontend,3266,2026-03-11 15:48:36,112,1066
2026-03-11 15:52:19,Notion,API Documentation,1340,2026-03-11 16:14:39,25,530
2026-03-11 16:24:26,Google Chrome,Tailwind CSS - Utility-First CSS Framework,1293,2026-03-11 16:45:59,21,51
2026-03-11 16:53:41,Google Chrome,Vercel – activity-monitor,1016,2026-03-11 17:10:37,190,29
2026-03-11 17:12:28,VS Code,Untitled-1 - VS Code,5014,2026-03-11 18:36:02,177,1977
2026-03-11 18:41:54,Google Chrome,GitHub - luckyshukla8866-sv/activity-monitor,3500,2026-03-11 19:40:14,230,73
2026-03-11 19:45:44,Notion,Personal Journal,472,2026-03-11 19:53:36,10,430
2026-03-11 19:55:28,Slack,#standup - Team Workspace,229,2026-03-11 19:59:17,38,157
2026-03-12 10:24:00,Google Chrome,FastAPI - Swagger UI,3410,2026-03-12 11:20:50,70,70
2026-03-12 11:23:29,Google Chrome,Google Search - python sqlalchemy postgresql,3285,2026-03-12 12:18:14,295,485
2026-03-12 12:25:28,Notion,Deployment Checklist,875,2026-03-12 12:40:03,56,532
2026-03-12 13:14:43,Notion,Deployment Checklist,2000,2026-03-12 13:48:03,63,172
2026-03-12 13:59:23,VS Code,README.md - activity-monitor,5142,2026-03-12 15:25:05,46,1659
2026-03-12 15:36:36,VS Code,insights.py - backend/api/routes,2875,2026-03-12 16:24:31,135,2230
2026-03-12 16:33:52,Notion,Architecture Decisions,1287,2026-03-12 16:55:19,7,397
2026-03-12 17:01:58,Slack,Direct Message - Project Lead,883,2026-03-12 17:16:41,49,362
2026-03-12 17:28:25,VS Code,styles.css - frontend,4007,2026-03-12 18:35:12,172,2419
2026-03-12 18:46:03,VS Code,package.json - frontend,225,2026-03-12 18:49:48,127,748
2026-03-12 18:59:44,Slack,#code-review - Team Workspace,1299,2026-03-12 19:21:23,12,358
2026-03-12 19:26:31,VS Code,database.py - activity-monitor,1554,2026-03-12 19:52:25,53,127
2026-03-13 09:13:00,Slack,#deployment - Team Workspace,870,2026-03-13 09:27:30,42,251
2026-03-13 09:41:03,Notion,Deployment Checklist,625,2026-03-13 09:51:28,31,594
2026-03-13 09:58:00,Spotify,Discover Weekly,4518,2026-03-13 11:13:18,3,0
2026-03-13 11:22:08,Terminal,PowerShell - pip install -r requirements.txt,360,2026-03-13 11:28:08,12,178
2026-03-13 11:42:18,YouTube,Coding Train - Creative coding,661,2026-03-13 11:53:19,4,3
2026-03-13 11:59:04,Slack,Direct Message - Project Lead,490,2026-03-13 12:07:14,21,370
2026-03-13 12:11:46,Slack,#standup - Team Workspace,1031,2026-03-13 12:28:57,33,188
2026-03-13 12:39:30,Notion,Bug Tracker,1180,2026-03-13 12:59:10,20,607
2026-03-13 13:11:42,YouTube,TechWorld with Nana - Docker Tutorial,1736,2026-03-13 13:40:38,13,2
2026-03-13 14:35:00,VS Code,Untitled-1 - VS Code,3743,2026-03-13 15:37:23,70,2012
2026-03-13 15:42:02,VS Code,styles.css - frontend,4532,2026-03-13 16:57:34,148,2901
2026-03-13 17:03:12,VS Code,settings.json - User Settings,5163,2026-03-13 18:29:15,155,1030
2026-03-14 11:01:00,VS Code,settings.json - User Settings,2825,2026-03-14 11:48:05,125,461
2026-03-14 12:00:42,Notion,Deployment Checklist,81,2026-03-14 12:02:03,25,436
2026-03-14 12:14:11,YouTube,3Blue1Brown - Neural networks,2075,2026-03-14 12:48:46,13,4
2026-03-14 13:20:47,Terminal,PowerShell - docker compose up,101,2026-03-14 13:22:28,19,64
2026-03-14 13:32:35,YouTube,Traversy Media - FastAPI crash course,272,2026-03-14 13:37:07,7,2
2026-03-15 13:29:00,Notion,Sprint Planning - Q1 2026,1245,2026-03-15 13:49:45,6,325
2026-03-15 14:00:26,Terminal,PowerShell - git push origin main,353,2026-03-15 14:06:19,15,169
2026-03-15 14:16:35,Google Chrome,Hacker News,579,2026-03-15 14:26:14,268,244
2026-03-15 14:31:53,VS Code,README.md - activity-monitor,1042,2026-03-15 14:49:15,46,1929
2026-03-15 15:01:18,VS Code,main.py - activity-monitor,1645,2026-03-15 15:28:43,193,1430
2026-03-15 15:43:12,VS Code,page.tsx - frontend,1702,2026-03-15 16:11:34,161,2666
2026-03-15 16:19:29,YouTube,TechWorld with Nana - Docker Tutorial,1175,2026-03-15 16:39:04,2,6
2026-03-15 16:51:29,VS Code,models.py - backend/api,1271,2026-03-15 17:12:40,87,1066
2026-03-16 09:14:00,Notion,Bug Tracker,1410,2026-03-16 09:37:30,79,760
2026-03-16 09:48:16,VS Code,settings.json - User Settings,3065,2026-03-16 10:39:21,65,304
2026-03-16 10:51:44,VS Code,page.tsx - frontend,2633,2026-03-16 11:35:37,108,2860
2026-03-16 11:45:11,Terminal,PowerShell - docker compose up,328,2026-03-16 11:50:39,4,168
2026-03-16 11:56:41,Google Chrome,Vercel – activity-monitor,934,2026-03-16 12:12:15,78,249
2026-03-16 12:15:51,Google Chrome,Google Search - python sqlalchemy postgresql,2511,2026-03-16 12:57:42,222,364
2026-03-16 13:08:04,Notion,API Documentation,954,2026-03-16 13:23:58,15,558
2026-03-16 13:32:35,Google Chrome,GitHub - luckyshukla8866-sv/activity-monitor,2340,2026-03-16 14:11:35,41,429
2026-03-16 14:21:55,VS Code,page.tsx - frontend,4516,2026-03-16 15:37:11,47,1393
2026-03-16 15:47:03,Google Chrome,Vercel – activity-monitor,2816,2026-03-16 16:33:59,260,51
2026-03-16 16:43:41,Google Chrome,Tailwind CSS - Utility-First CSS Framework,257,2026-03-16 16:47:58,77,267
2026-03-16 16:56:03,Google Chrome,Next.js Documentation,266,2026-03-16 17:00:29,246,349
2026-03-16 17:15:15,Google Chrome,MDN Web Docs - CSS Grid,119,2026-03-16 17:17:14,140,423
2026-03-16 17:18:17,Notion,Project Roadmap,652,2026-03-16 17:29:09,10,453
2026-03-16 17:36:01,Notion,Sprint Planning - Q1 2026,614,2026-03-16 17:46:15,13,503
2026-03-16 17:47:47,VS Code,page.tsx - frontend,1594,2026-03-16 18:14:21,169,2695
